Id,from,to,fromout,fromin,toout,toin,width,exist,distance
14658,1031267,2586985,163,55,77,358,13,1,0
14659,900263,1433475,1352,57,0,74,7,1,0
14660,2539043,1574004,3,3,115,8,1,1,0
14661,2474147,3064948,595,67,0,26,3,1,0
14662,318570,4459313,351,55,0,20,0,1,0
14663,1735313,2324053,422,87,0,44,5,1,0
14664,3496706,3871081,435,20,211,282,19,1,0
14665,383072,3958,12347,301,0,18,6,1,0
14666,3882296,2589401,57,5,0,1,0,1,0
14667,1389676,2625759,19,13,74,464,2,1,0
14668,1891771,2880981,122,49,0,6,0,1,0
14669,3181174,1140007,575,68,0,88,7,1,0
14670,1193380,3318352,1072,114,0,73,6,1,0
14671,50441,745511,215,23,0,1,0,1,0
14672,2014220,2272035,18,15,172,28,2,1,0
14673,2161156,431553,68,3,0,10,0,1,0
14674,3183463,2463710,65,15,0,43,0,1,0
14675,3317845,3983354,30,4,0,15,1,1,0
14676,2346718,3009344,349,83,0,25,4,1,0
14677,1716137,2495609,57,33,0,5,0,1,0
14678,3584120,4591194,576,92,0,2,0,1,0
14679,685865,3028565,253,56,0,8,0,1,0
14680,389336,3172179,651,75,0,531,53,1,0
14681,1557156,1979409,23,10,2,2,1,1,0
14682,531072,3711368,142,5,0,3,0,1,0
14683,835521,2124423,121,7,0,165,1,1,0
14684,2059783,3862024,2081,44,0,1,0,1,0
14685,782625,2545440,173,2,0,1,0,1,0
14686,3465286,1949352,1577,193,0,223,29,1,0
14687,3860210,672726,273,43,0,131,14,1,0
14688,3025214,1919313,2138,124,0,13,2,1,0
14689,67136,74720,19,16,73,24,11,1,0
14690,1555606,443313,170,204,0,44,7,1,0
14691,441732,545546,286,6,0,1,0,1,0
14692,1371632,2783942,812,11,0,1,0,1,0
14693,2143139,832236,239,814,0,283,29,1,0
14694,2659864,2832970,621,11,0,6,2,1,0
14695,2779848,1536510,89,19,184,55,2,1,0
14696,1415597,432969,822,210,387,844,102,1,0
14697,1431700,1829215,47,29,14576,2084,26,1,0
14698,2245342,748234,3968,136,0,335,73,1,0
14699,3789277,272644,16,4,0,1,0,1,0
14700,2274930,989675,249,69,1334,313,37,1,0
14701,426836,4455826,39,6,0,429,2,1,0
14702,3093105,3564082,461,202,2553,394,21,1,0
14703,2248873,4565850,90,16,0,36,0,1,0
14704,2506958,4045269,101966,1483,0,49,43,1,0
14705,2389106,3510273,125,53,0,17,0,1,0
14706,2187627,4119071,1174,229,499,82,21,1,0
14707,1768992,4105704,31,93,0,3,0,1,0
14708,2326349,809913,26,20,6,768,6,1,0
14709,3584686,1068601,9387,116,0,3,0,1,0
14710,45301,1642119,527,69,447,177,33,1,0
14711,463335,2548144,52,5,917,389,3,1,0
14712,2317624,4595217,78,300,0,3,0,1,0
14713,789329,3354633,599,57,0,2,0,1,0
14714,833993,2338526,112,2,0,13,0,1,0
14715,4725967,440408,32,18,0,7,6,1,0
14716,4741422,3577847,111,204,0,8,1,1,0
14717,4371041,3676736,190,11,0,38,2,1,0
14718,2164567,4364917,194,144,0,81,30,1,0
14719,3543196,898214,69,28,675,502,13,1,0
14720,1997102,726062,37,15,0,2,0,1,0
14721,1277131,1269300,98,2,0,2,0,1,0
14722,277366,4068611,1938,90,0,35,3,1,0
14723,344532,2563054,24,22,2596,403,0,1,0
14724,4415602,355535,6305,453,0,54,30,1,0
14725,1881299,1358355,240,93,0,129,7,1,0
14726,2683361,3843064,118,28,0,91,12,1,0
14727,862414,1512204,214,57,102,335,16,1,0
14728,58056,2104180,229,468,78,10,5,1,0
14729,3777448,2899990,2,1,0,113,0,1,0
14730,4662344,1181462,51,14,135,160,2,1,0
14731,2454972,3956998,122,8,5,952,1,1,0
14732,3388683,1953266,894,82,0,278,37,1,0
14733,4720592,2238686,221,24,0,16,3,1,0
14734,1655574,3350224,539,42,0,34,2,1,0
14735,4760465,1449037,171,9,0,1,0,1,0
14736,1657755,2253337,269,53,0,1,0,1,0
14737,3901839,3911308,707,90,0,249,18,1,0
14738,2824278,2138226,36,19,0,41,3,1,0
14739,3836718,4308422,375,55,169,72,6,1,0
14740,3268141,4503072,73,21,0,108,0,1,0
14741,3799159,366718,30,17,770,232,16,1,0
14742,2052880,3221921,47,8,0,14,0,1,0
14743,3844879,1309727,156,135,98,237,6,1,0
14744,2463966,4766844,64,23,0,6,0,1,0
14745,4114475,1945178,1979,111,0,486,39,1,0
14746,101925,3610384,403,67,0,173,13,1,0
14747,2297882,2800383,1057,187,0,731,57,1,0
14748,2860494,545282,76,2,9,145,1,1,0
14749,1716413,3910493,29,19,25,1117,10,1,0
14750,1113076,1208004,75,12,0,899,2,1,0
14751,1114816,432969,181,76,387,844,39,1,0
14752,3509423,3618716,100,68,0,17,5,1,0
14753,1592552,3434512,1986,114,0,25,6,1,0
14754,653304,4200661,7539,190,0,23,7,1,0
14755,2591042,3808305,1097,100,0,5,2,1,0
14756,1327528,59401,30,48,6565,177,10,1,0
14757,2885051,81647,56,7,170,251,2,1,0
14758,2434818,1032641,110,42,0,2,0,1,0
14759,2382467,770025,67,1,0,78,0,1,0
14760,2472870,2308163,309,77,0,123,10,1,0
14761,4426559,1552089,380,178,0,30,9,1,0
14762,4761698,4655970,224,12,0,296,3,1,0
14763,4767707,864418,294,18,0,17,1,1,0
14764,3570822,4239022,27,2,41,860,4,1,0
14765,3368291,3363865,23,7,54,1643,1,1,0
14766,2719088,1871843,80,35,73,79,21,1,0
14767,1318302,2859546,178,18,0,514,3,1,0
14768,2671563,4757840,4,4,0,14,0,1,0
14769,2166658,897602,496,296,205,32,5,1,0
14770,161219,2982942,149,16,0,23,2,1,0
14771,1984648,3956636,34,4,0,51,0,1,0
14772,1343286,257639,242,93,1979,559,43,1,0
14773,1396793,1100290,36,3,7025,1124,0,1,0
14774,1033182,2392265,88,45,1152,254,39,1,0
14775,4246942,1157478,709,15,0,2,1,1,0
14776,321142,4074664,24,3,0,18,0,1,0
14777,2574190,3593006,1466,80,0,1,0,1,0
14778,4835894,2837956,12,104,0,3,1,1,0
14779,4482517,533590,83,18,0,20,3,1,0
14780,3043046,1874683,188,79,0,28,1,1,0
14781,41319,2925750,589,307,0,76,8,1,0
14782,3246645,2441237,322,46,760,63,10,1,0
14783,1905344,3171041,100,19,0,38,0,1,0
14784,77736,3387720,118,12,0,1,0,1,0
14785,4732207,4736791,109,7,0,47,2,1,0
14786,1243678,590883,67,13,0,30,4,1,0
14787,4769988,4608190,78,17,0,37,1,1,0
14788,92907,1388079,1256,148,0,184,16,1,0
14789,3413007,1355967,359,188,1466,143,5,1,0
14790,137761,86941,14,4,0,1272,2,1,0
14791,1798637,4309736,45,8,121,79,8,1,0
14792,226978,4312301,26,6,1159,167,2,1,0
14793,438128,3734113,436,76,0,20,11,1,0
14794,3070329,3056509,5153,337,0,2,0,1,0
14795,3977129,3011873,1035,175,0,1,0,1,0
14796,2492841,406773,208,35,0,9,1,1,0
14797,3713294,3088778,422,26,0,85,4,1,0
14798,2855246,3312049,404,134,14,52,2,1,0
14799,4059698,2370477,742,142,0,2,1,1,0
14800,2162534,4401500,392,88,490,124,16,1,0
14801,2332613,3849014,151,50,0,164,0,1,0
14802,4590039,1057483,1945,95,0,8,3,1,0
14803,3155699,3433270,122,68,0,80,4,1,0
14804,84071,4397931,1636,65,0,62,5,1,0
14805,2895510,699668,574,1555,0,51,7,1,0
14806,2301775,2053725,88,35,42,85,28,1,0
14807,1693357,2284285,178,53,0,28,1,1,0
14808,314521,4017844,64,64,62,72,12,1,0
14809,4681565,694665,435,152,0,48,7,1,0
14810,2083622,1493152,34124,1165,0,8,3,1,0
14811,2072369,4218038,112,37,12450,625,3,1,0
14812,3573696,3320899,9,1,0,1,0,1,0
14813,1795983,3923813,378,227,177,41,3,1,0
14814,1065617,2329469,118,95,1028,83,2,1,0
14815,2446769,353399,58,13,0,70,0,1,0
14816,2691228,4441753,2637,99,0,41,15,1,0
14817,4108463,4846748,11,5,0,31,1,1,0
14818,4112961,1366071,370,51,0,4,2,1,0
14819,2732912,841744,205,42,0,138,14,1,0
14820,4574181,1157328,610,26,0,26,1,1,0
14821,2476076,2585025,69,19,0,29,7,1,0
14822,1990379,3692888,57,11,0,17,2,1,0
14823,3788228,609827,421,87,0,175,10,1,0
14824,4039911,3521473,8,18,0,1,0,1,0
14825,2652405,1078940,4,2,21104,1820,1,1,0
14826,3344962,3366821,137,24,0,7,0,1,0
14827,3558819,3975339,11270,1176,0,2,1,1,0
14828,3608361,3910493,123,45,25,1117,45,1,0
14829,46838,4230816,89,13,0,15,5,1,0
14830,3240534,2092658,271,17,0,2,0,1,0
14831,2516650,611216,205,50,0,4,3,1,0
14832,966272,3188993,28,8,0,1,0,1,0
14833,2876311,2793431,56,13,916,253,4,1,0
14834,4326067,4230016,9,45,31,47,5,1,0
14835,4680293,2074561,108,49,0,58,30,1,0
14836,2148699,1959217,169,55,0,216,24,1,0
14837,4197427,1748823,257,82,0,1,0,1,0
14838,3461594,1379648,19,5,0,1,0,1,0
14839,749988,1602404,18,4,1076,177,0,1,0
14840,2831706,1566156,161,40,837,155,16,1,0
14841,2905757,1635996,38,5,0,1,0,1,0
14842,111517,1175499,35,2,0,12,1,1,0
14843,1938075,4518043,1374,33,0,3,1,1,0
14844,4773783,1652122,191,9,0,7,3,1,0
14845,3225458,1406236,1082,128,0,13,3,1,0
14846,3145186,3687663,19,18,0,492,1,1,0
14847,3543630,1515699,1195,9,0,1,0,1,0
14848,2721720,4234920,8,20,0,8,0,1,0
14849,3556232,2895510,64,44,574,1555,3,1,0
14850,3010468,1713411,31,1,0,1,0,1,0
14851,2079583,4628023,71,14,0,153,1,1,0
14852,3043472,3634545,35,3,0,256,2,1,0
14853,2448128,2261676,54,4,0,16,2,1,0
14854,1607975,1529821,118721,1252,0,2,0,1,0
14855,3494093,589532,60,8,0,4,0,1,0
14856,1048370,1105854,1118,1413,0,116,12,1,0
14857,1696586,43393,694,34,0,3,0,1,0
14858,1387867,4096251,1957,73,0,44,6,1,0
14859,4688330,1414902,55,4,4,372,0,1,0
14860,1321950,713040,1013,61,67,56,4,1,0
14861,1739853,3080316,15,1,0,1,0,1,0
14862,2669622,4333724,44,9,85,45,4,1,0
14863,4841716,2280920,138,10,770,113,4,1,0
14864,3481728,1553916,44,12,0,63,0,1,0
14865,3239481,35164,864,62,0,95,4,1,0
14866,3496015,1030382,15,13,0,8,2,1,0
14867,4049935,1165164,59,41,3785,299,12,1,0
14868,3724255,3030446,64,44,0,18,6,1,0
14869,1214621,1502529,141,14,0,1,0,1,0
14870,2592037,1931919,135,20,0,38,0,1,0
14871,4140029,564526,92,12,0,1,0,1,0
14872,3613318,1332391,90,30,319,378,5,1,0
14873,4214566,860269,346,73,0,53,11,1,0
14874,3229331,2688997,30,6,0,2,0,1,0
14875,395288,2730550,138,35,0,2,0,1,0
14876,1651937,1423207,746,83,0,45,18,1,0
14877,80634,188778,1071,16,0,3,0,1,0
14878,3283464,880327,23437,397,0,3,1,1,0
14879,1482731,4146718,215,29,0,44,2,1,0
14880,994550,1668032,150,17,0,10,1,1,0
14881,2520035,2669706,11,4,0,1,0,1,0
14882,2798051,2612689,269,85,1571,272,21,1,0
14883,3864243,1112389,105,19,0,12,3,1,0
14884,2819301,2384979,800,190,0,127,22,1,0
14885,3636135,4489794,481,7,0,2,0,1,0
14886,3068619,3730594,3873,340,4500,197,54,1,0
14887,4250566,1598187,14201,604,0,175,93,1,0
14888,1415936,3459486,1840,144,0,8,1,1,0
14889,3979138,3708105,2577,141,0,4,0,1,0
14890,3670389,3145574,2902,449,0,181,59,1,0
14891,2120328,1732934,231,53,0,1,0,1,0
14892,2837652,2657932,26,116,0,7,0,1,0
14893,3900523,3499300,44,2,0,2,0,1,0
14894,2259266,4595383,164,49,0,2,0,1,0
14895,536799,833999,474,46,0,5,3,1,0
14896,484714,3429548,503,71,0,15,7,1,0
14897,4081339,2971586,1091,130,0,112,7,1,0
14898,2659544,3894003,413,9,2527,458,24,1,0
14899,2917515,659456,14,1,0,239,0,1,0
14900,2028449,4784443,548,26,0,24,0,1,0
14901,2622963,1670298,39,7,266,83,0,1,0
14902,1785836,3040631,123,16,0,1,0,1,0
14903,124021,1629596,79,20,43,9,1,1,0
14904,545246,2499709,70,33,0,6,1,1,0
14905,4371206,1658195,141,67,0,34,6,1,0
14906,1653960,4836884,861,132,0,6,0,1,0
14907,4034332,2442280,42,1,7,134,1,1,0
14908,4037546,947303,16,35,0,223,0,1,0
14909,1189400,4764665,1317,551,2203,247,53,1,0
14910,4864876,1725434,732,49,435,77,9,1,0
14911,2744466,1777625,458,119,0,618,14,1,0
14912,2376036,541873,27,6,0,1,0,1,0
14913,3165011,285694,43,14,10995,1001,5,1,0
14914,1607975,4708035,118721,1252,0,6,2,1,0
14915,1075890,4798040,1406,61,0,3,0,1,0
14916,713306,3843362,79,12,0,20,4,1,0
14917,4235121,4484487,3947,122,0,86,41,1,0
14918,4059849,2596739,228,27,0,63,10,1,0
14919,2304509,4415894,751,84,0,10,8,1,0
14920,1081967,1933429,20093,496,0,130,47,1,0
14921,1405354,3730492,273,72,1242,1418,37,1,0
14922,2793787,4105856,116,12,0,2,0,1,0
14923,3196696,2358588,298,68,314,610,28,1,0
14924,3413597,3168054,314,246,17,4,2,1,0
14925,2461695,2103993,361,56,0,25,1,1,0
14926,4509694,4808307,284,185,0,251,15,1,0
14927,1075160,455258,62,503,0,1,0,1,0
14928,1215996,4668155,42,263,53,556,1,1,0
14929,4490074,1710323,61,33,0,194,0,1,0
14930,4173164,1384711,162,12,0,9,4,1,0
14931,274181,637657,17,1,0,1,0,1,0
14932,3773996,3894478,179,129,0,45,16,1,0
14933,734396,2072680,1517,315,0,185,20,1,0
14934,3282672,3383892,3945,659,0,2,0,1,0
14935,3561311,1751586,34,38,0,15,0,1,0
14936,4245084,314520,64,19,764195,4841,15,1,0
14937,1713978,4488853,22,18,0,2,1,1,0
14938,1897143,1837602,39,21,0,1,0,1,0
14939,4273384,3837904,823,58,0,37,10,1,0
14940,3396394,235666,221,63,0,5,3,1,0
14941,3815860,746072,35,32,0,1,0,1,0
14942,1091100,3342177,670,179,2735,456,61,1,0
14943,4693034,3056952,40,22,101,106,11,1,0
14944,2119053,1140812,233,19,0,26,1,1,0
14945,1900949,2116638,58,5,0,19,0,1,0
14946,4392538,1127794,15,20,48,34,13,1,0
14947,3146897,4630854,98554,450,0,13,4,1,0
14948,1218891,639693,103,33,10236,670,20,1,0
14949,525828,4264604,90,20,0,18,2,1,0
14950,1690040,2665148,44,33,162,1592,20,1,0
14951,399257,4147516,784,27,0,1,0,1,0
14952,4635905,2004032,68,10,82,755,5,1,0
14953,2575905,2690647,237,36,121,21,2,1,0
14954,3909015,2574445,14,3,0,2,0,1,0
14955,155052,1657331,4,2,0,3,0,1,0
14956,3762979,4411020,296,21,0,2,1,1,0
14957,1822173,3350672,56,3,0,35,0,1,0
14958,4307990,4643670,690,2605,0,109,12,1,0
14959,903890,53201,126,7,0,80,0,1,0
14960,2489728,3124779,3,121,33,108,0,1,0
14961,2113863,2778584,77,7,0,1,0,1,0
14962,310783,2201184,7424,621,0,213,64,1,0
14963,2676263,4287396,2,3,0,1,0,1,0
14964,3089721,2226794,315,102,46,56,16,1,0
14965,4639091,3001371,174,110,275,68,4,1,0
14966,1121381,2205138,21,15,59,46,14,1,0
14967,612099,1559419,163,10,0,6,0,1,0
14968,3408810,4619867,35,13,0,25,2,1,0
14969,3225674,3509935,72,39,51,36,20,1,0
14970,1253210,4809377,61,41,263,103,30,1,0
14971,4066959,1421043,46,11,0,14,4,1,0
14972,1099367,368195,406,40,454,66,9,1,0
14973,714238,2730404,10,7,200,693,0,1,0
14974,3992785,3444398,57,5,16,26,0,1,0
14975,637875,3861753,72,8,0,1,0,1,0
14976,3447386,291986,43,6,0,45,0,1,0
14977,3689528,2453071,480,76,0,191,19,1,0
14978,1923938,891467,445,257,211,44,11,1,0
14979,66205,2449407,2568,181,0,1,0,1,0
14980,1146079,2540187,136,96,0,303,33,1,0
14981,3864243,3884679,105,19,0,3,1,1,0
14982,4808379,3374304,311,31,0,31,1,1,0
14983,2869439,1750343,154,11,0,206,3,1,0
14984,2982223,1304450,5129,180,0,116,66,1,0
14985,1528822,3891367,488,21,0,12,4,1,0
14986,3597624,2214260,22,13,765,553,8,1,0
14987,3900523,1000786,44,2,0,1,0,1,0
14988,2364926,2409078,317,124,434,132,17,1,0
14989,1611665,3770682,3597,94,0,352,29,1,0
14990,1961090,181075,162,6,0,3,0,1,0
14991,3144415,2489562,191,214,60,254,34,1,0
14992,1530281,905473,324,61,0,6,4,1,0
14993,2848770,2103916,537,119,0,83,16,1,0
14994,3524690,2548880,88,20,0,9,6,1,0
14995,3325059,1162289,57,5,0,2,0,1,0
14996,4102910,1569845,138,14,0,129,3,1,0
14997,3612786,1855157,190,36,788,150,12,1,0
14998,3431824,2129599,38,6,0,16,2,1,0
14999,280295,2341838,42,132,32,467,5,1,0
15000,2126498,3651756,1110,40,0,8,1,1,0
15001,3930049,183770,7,6,2979,1752,1,1,0
15002,743183,4052625,171,74,0,56,17,1,0
15003,4677467,1228945,28,14,86,406,11,1,0
15004,1624061,1209312,142,15,0,2,1,1,0
15005,725165,3475248,100,36,409,319,18,1,0
15006,4786460,4767672,1488,180,0,13,3,1,0
15007,1699502,4847083,101,87,33,18,5,1,0
15008,1896768,4610247,31,8,0,2,0,1,0
15009,1554623,4777320,1452,223,0,5,1,1,0
15010,4025509,143905,49,525,0,36,1,1,0
15011,3536067,7680,37,2,0,2,0,1,0
15012,4410932,2518983,3,1,1,187,0,1,0
15013,1362564,2095596,144,29,0,104,4,1,0
15014,235538,469702,2806,251,0,169,39,1,0
15015,1096772,3828808,158,17,0,9,0,1,0
15016,4527207,4673607,170,8,0,7,1,1,0
15017,4639976,4462760,20,1,0,1,0,1,0
15018,4813731,2116097,82,44,646,99,12,1,0
15019,2630742,918215,6949,179,0,70,44,1,0
15020,2992272,1022841,447,39,119314,1514,30,1,0
15021,2049577,288702,171,19,280325,882,3,1,0
15022,4422669,3480269,113,54,0,14,2,1,0
15023,4829184,4195956,97,60,0,169,8,1,0
15024,532115,537339,73,51,0,10,6,1,0
15025,2437395,3520572,76,6,0,1,0,1,0
15026,311346,3558819,2165,165,11270,1176,131,1,0
15027,843668,2152600,786,49,0,25,1,1,0
15028,1446907,445167,61,5,0,25,2,1,0
15029,4109583,787998,114,16,0,6,0,1,0
15030,446339,3172179,1246,278,0,531,30,1,0
15031,3651252,1337613,1,4,0,30,0,1,0
15032,2464270,42244,217,19,0,1,0,1,0
15033,1991757,4565011,420,41,0,7,2,1,0
15034,301863,2157876,31,115,0,90,5,1,0
15035,2131788,4025610,1215,55,0,1,0,1,0
15036,3033678,1168908,108,4,0,1,0,1,0
15037,81127,874291,3125,327,0,497,94,1,0
15038,2700191,3489013,465,151,0,2,1,1,0
15039,1178168,314520,90,53,764195,4841,9,1,0
15040,714309,635772,44,15,58,41,10,1,0
15041,535155,2439804,46,17,749,207,7,1,0
15042,134459,2405990,45,8,57,903,0,1,0
15043,1098292,2985587,51,4,42857,2014,1,1,0
15044,633841,1555241,559,67,0,87,12,1,0
15045,1604632,478240,1380,421,0,13,2,1,0
15046,1440752,3116809,150,11,461,43,3,1,0
15047,718080,4187035,1240,32,0,51,2,1,0
15048,3585028,2194775,115,37,153,27,3,1,0
15049,4034343,1488093,97,51,27,62,29,1,0
15050,789577,3004164,338,19,0,16,3,1,0
15051,3069981,729276,6774,377,0,4,3,1,0
15052,2487704,3692805,162,82,1461,236,3,1,0
15053,2672247,4758004,679,11,0,29,1,1,0
15054,2545384,3746419,163,23,89,12,7,1,0
15055,1885440,2511105,262,18,0,589,7,1,0
15056,1492747,2060335,456,73,0,51,8,1,0
15057,983733,442628,123,10,0,2,1,1,0
15058,875923,2809995,45,8,0,18,0,1,0
15059,4053052,1445146,104,16,0,3,2,1,0
15060,3601112,3688080,311,35,0,147,21,1,0
15061,3896663,4267611,78,5,0,2,0,1,0
15062,3497274,3915287,15,1204,0,9,3,1,0
15063,148207,3595716,1977,24,0,1,0,1,0
15064,1272595,3814748,145,6,0,2,0,1,0
15065,1327693,588628,44,8,0,4,0,1,0
15066,4466375,336212,361,25,0,22,10,1,0
15067,1551226,429928,88,10,1,100,0,1,0
15068,4092552,2830347,315,35,0,24,2,1,0
15069,65305,3959167,233,8,0,4,0,1,0
15070,2817756,691918,98,117,0,29,14,1,0
15071,4382822,253564,45,4,0,108,1,1,0
15072,4231904,834894,788,92,0,4,0,1,0
15073,2117000,3858810,5074,254,0,43,19,1,0
15074,2059783,2659725,2081,44,0,1,0,1,0
15075,4380253,3952020,36,10,0,2,1,1,0
15076,4246942,617461,709,15,0,18,3,1,0
15077,2211581,713119,31,2,0,6,1,1,0
15078,4237364,4678568,46,4,0,2,0,1,0
15079,2151979,1643896,506,83,0,39,4,1,0
15080,3029191,3271692,566,34,0,14,3,1,0
15081,1551240,2139253,215,46,0,7,0,1,0
15082,1218950,2242867,2172,131,0,12,4,1,0
15083,1354799,378120,92,30,126,43,19,1,0
15084,3751817,4434068,23,22,0,1,0,1,0
15085,3896165,1956564,81,17,0,21,0,1,0
15086,3775278,3965070,611,147,0,66,3,1,0
15087,1535145,854136,108,7,16,33,1,1,0
15088,2127964,1673268,1688,176,0,1,0,1,0
15089,1936123,774541,232,81,0,17,8,1,0
15090,148618,3189633,159,45,118,32,12,1,0
15091,3406707,1115883,37,28,247,34,10,1,0
15092,4220857,1214688,646,54,0,4,0,1,0
15093,3753135,3148899,116,13,0,208,5,1,0
15094,2642829,1743821,2467,116,0,29,4,1,0
15095,1447016,4184796,123,32,0,3,2,1,0
15096,3491369,2460586,263,61,653,95,4,1,0
15097,3729936,2972627,59,13,0,6,5,1,0
15098,1576153,2509503,240,14,0,10,0,1,0
15099,4090242,568329,3,1,0,133,0,1,0
15100,4419088,4843956,100,2,0,68,1,1,0
15101,980749,3878720,560,224,36,275,14,1,0
15102,2902579,2370145,2,3,0,1,0,1,0
15103,2210200,253868,3968,283,0,88,19,1,0
15104,2426434,4213085,46,19,17,25,12,1,0
15105,953768,2366013,32,12,178,318,2,1,0
15106,2528220,2130444,142,10,0,45,0,1,0
15107,3148445,1438528,245,22,0,3,0,1,0
15108,3627577,173966,181,43,0,118,3,1,0
15109,1382145,2906900,1332,79,0,113,14,1,0
15110,708639,2451666,13,2,0,2,0,1,0
15111,2322384,1022654,662,96,0,332,26,1,0
15112,3456402,2366782,2153,138,0,27,10,1,0
15113,2567079,2223295,122,63,0,131,2,1,0
15114,3089721,1545763,315,102,0,7,5,1,0
15115,3948777,937882,17,1,0,18,0,1,0
15116,337376,1966149,29041,931,0,9,5,1,0
15117,1712203,3220073,109,669,0,23,0,1,0
15118,962409,1816381,111,14,0,129,5,1,0
15119,3745485,4770408,3195,206,0,6,1,1,0
15120,1690040,897116,44,33,49,430,11,1,0
15121,4016862,2405990,59,33,57,903,31,1,0
15122,3299784,1186152,1073,116,0,23,7,1,0
15123,2860918,1872629,25,11,0,136,0,1,0
15124,4561026,1782720,34,15,0,1,0,1,0
15125,907173,2135155,1547,41,0,491,6,1,0
15126,12160,3267443,1806,164,0,746,76,1,0
15127,3912456,4081344,199,79,104,85,29,1,0
15128,3227519,4014392,214,49,0,162,12,1,0
15129,413124,323790,85,41,2002,432,5,1,0
15130,2394572,2557329,62,14,59,1637,0,1,0
15131,3181174,4833688,575,68,0,47,6,1,0
15132,3069246,3713650,868,83,0,140,23,1,0
15133,2334028,3272336,9,97,69,319,4,1,0
15134,520050,526102,27,14,266,64,8,1,0
15135,3747093,654672,285,105,0,15,8,1,0
15136,3663316,2377756,88,12,0,9,0,1,0
15137,1372853,1720132,282,25,0,3,0,1,0
15138,1102084,3006787,386,70,0,166,20,1,0
15139,219026,592210,2037,105,0,2,0,1,0
15140,3938713,4248184,1900,161,967,360,45,1,0
15141,4202746,2032599,28,8,112,42,3,1,0
15142,2377121,3946740,1911,208,0,63,7,1,0
15143,4382822,4129394,45,4,0,5,1,1,0
15144,1069199,2534259,201,92,0,100,8,1,0
15145,4297950,1671097,665,128,14565,445,24,1,0
15146,4766651,1408132,588,50,0,3,0,1,0
15147,3402495,2795047,36,4,0,19,0,1,0
15148,1646111,4278830,32,5,0,32,0,1,0
15149,2202728,2659575,464,61,0,13,1,1,0
15150,1860915,413124,37,12,85,41,6,1,0
15151,4337533,2603490,1,1,996,1035,0,1,0
15152,2642829,237142,2467,116,0,26,10,1,0
15153,1496173,2553202,247,50,0,20,17,1,0
15154,3935437,3208780,38,3,0,1,0,1,0
15155,2656873,2162410,1048,24,0,264,4,1,0
15156,211516,4359819,175,47,90,7,6,1,0
15157,3292349,2279483,211,10,0,1,0,1,0
15158,3330522,2015371,240,58,0,26,6,1,0
15159,1675190,2720599,20,1,0,6,0,1,0
15160,3643854,1829215,32,65,14576,2084,20,1,0
15161,1506732,4697889,67,27,0,2,0,1,0
15162,491843,3910878,319,165,0,12,2,1,0
15163,4239022,595973,41,860,214,1141,7,1,0
15164,2550314,2590968,206,93,0,75,1,1,0
15165,659982,4191549,31,2,0,31,0,1,0
15166,916355,3733730,10,2,0,1,0,1,0
15167,1023500,4571819,162,36,554,2951,14,1,0
15168,3737819,3527127,600,67,0,167,17,1,0
15169,351387,2253877,185,14,0,1,0,1,0
15170,1390998,2274945,160,8,508,20,1,1,0
15171,689769,4542224,383,24,0,12,0,1,0
15172,4775680,364606,41,3,0,1,0,1,0
15173,4712418,4638535,1530,238,0,48,17,1,0
15174,4702662,3745092,15,1,0,1,0,1,0
15175,1228163,1937228,14,9,0,1,0,1,0
15176,3938874,2989329,1449,92,0,252,22,1,0
15177,1243678,2916495,67,13,9,513,0,1,0
15178,2280248,4499394,12543,147,0,16,8,1,0
15179,2232142,83444,3,1,0,2,0,1,0
15180,796642,2116135,121,5,0,1,0,1,0
15181,3178057,2966495,72,16,0,4,0,1,0
15182,3965957,1263021,15,10,0,2,0,1,0
15183,3245411,2746589,607,206,0,2,0,1,0
15184,6177,1105450,56,7,0,18,0,1,0
15185,4499788,2877431,340,28,3219,363,8,1,0
15186,2144614,1116777,32,2,0,1,0,1,0
15187,4115932,388112,94,16,0,1,0,1,0
15188,1061110,2405990,43,44,57,903,26,1,0
15189,4502665,809913,94,17,6,768,15,1,0
15190,630734,1772684,62,28,0,5,2,1,0
15191,2260127,523451,6,7,0,121,1,1,0
15192,315426,947745,167,5,0,3,0,1,0
15193,685782,3421011,131,16,0,4,0,1,0
15194,4204727,4256621,590,52,0,8,6,1,0
15195,917608,4826102,52,418,23,75,3,1,0
15196,175657,1683530,578,207,0,13,4,1,0
15197,827234,2075047,241,37,0,332,4,1,0
15198,3054246,1208614,87,7,0,1,0,1,0
15199,1700887,1351819,112,40,0,2,0,1,0
15200,2641209,462147,72,5,0,1,0,1,0
15201,74240,227886,274,19,0,5,1,1,0
15202,2536916,4509275,5,2,0,5,0,1,0
15203,3146897,1929777,98554,450,0,4,3,1,0
15204,3038883,1585496,22,3,0,2,0,1,0
15205,720796,2205297,87,7,0,21,1,1,0
15206,385900,2303914,33,11,0,13,6,1,0
15207,2688589,3870519,138,71,9503,485,15,1,0
15208,1793769,4232790,253,9,133,165,11,1,0
15209,979352,2289463,5,4,226,155,4,1,0
15210,1078744,759514,3952,229,0,133,6,1,0
15211,798194,1458404,808,73,74,182,16,1,0
15212,4525523,3277785,113,9,0,27,0,1,0
15213,2847687,1173766,229,12,0,25,3,1,0
15214,3783495,3843222,32,12,0,10,0,1,0
15215,1827922,175872,77,26,0,6,0,1,0
15216,2291084,2551813,11,2,0,1,0,1,0
15217,904470,2006018,13,1,0,5,1,1,0
15218,1162369,3851331,159,24,0,6,0,1,0
