Id,from,to,fromout,fromin,toout,toin,width,exist
15858,297087,2947557,54,4,0,3,0,0
15859,2018794,3165034,10,3,0,67,0,0
15860,370585,613663,58,10,0,1,0,0
15861,1261959,327599,253,101,0,2,0,0
15862,3829269,2104136,187,5,0,28,0,0
15863,2158126,3548782,29,11,0,1,0,0
15864,1891666,1133368,467,112,0,2,0,0
15865,3975438,2517963,1117,117,0,1,0,0
15866,787668,1769576,13,3,0,53,0,0
15867,4241444,4356540,19,4,0,8,0,0
15868,974729,4699803,26,34,0,1,0,0
15869,2235734,2697408,21,8,0,1,0,0
15870,2490860,1392044,49,21,0,3,0,0
15871,926399,3025455,18,6,0,1,0,0
15872,1091171,3713561,113,14,0,2,0,0
15873,4859726,4219515,15,20,0,1,0,0
15874,3157614,918795,256,25,0,1,0,0
15875,4174607,4839484,2556,224,0,2,0,0
15876,4567810,3323297,19,16,0,2,0,0
15877,3068861,2385556,111,9,0,2,0,0
15878,3206283,1941689,297,74,0,13,2,0
15879,4378349,3384050,145,20,0,1,0,0
15880,2704663,2873838,3854,79,0,3,1,0
15881,2731535,105028,190,365,0,1,0,0
15882,3942111,3720268,655,70,0,1,0,0
15883,1657755,2498572,269,53,0,2,0,0
15884,3115562,1000361,238,88,0,1,0,0
15885,3680922,1205287,343,15,0,1,0,0
15886,2444345,1932950,11,6,0,1,0,0
15887,1737021,2770289,107,21,0,1,0,0
15888,2358597,3882388,102,26,0,24,0,0
15889,4864387,4842381,132,17,0,12,0,0
15890,1370193,3029759,2164,162,0,1,0,0
15891,1554274,1319510,7971,669,0,3,2,0
15892,920012,4303543,62,11,0,1,0,0
15893,2328014,2970173,143,45,0,1,0,0
15894,1032983,4761344,80,12,0,42,1,0
15895,4515702,1045019,69,25,0,2,0,0
15896,924299,1315775,23,7,0,1,0,0
15897,3331683,1399243,80,9,0,4,1,0
15898,1699909,167523,36,14,0,1,0,0
15899,4008304,2418720,828,141,0,3,0,0
15900,4827058,4375166,130,40,0,1,0,0
15901,4081344,4556404,104,85,0,3,0,0
15902,2029042,3568358,129,9,0,1,0,0
15903,119575,4381871,397,161,0,1,0,0
15904,1219021,3968153,998,66,0,1,0,0
15905,106401,156033,212,44,0,2,0,0
15906,1962266,3597031,4,127,0,1,0,0
15907,4258331,1348871,105,19,0,1,0,0
15908,3586264,3195950,294,35,0,1,0,0
15909,4151690,3625569,40,2,0,1,0,0
15910,3722369,1668977,125,11,0,2,0,0
15911,1552006,1121304,290,124,0,3,0,0
15912,3916732,246417,31,12,0,1,0,0
15913,1535115,3112756,1,2,0,6,0,0
15914,474817,1723314,948,146,0,1,0,0
15915,4451834,4453703,32,19,0,43,1,0
15916,4182021,4809913,236,53,0,1,0,0
15917,4180663,388849,132,10,0,1,0,0
15918,2673309,2744453,684,67,0,3,0,0
15919,3517159,517636,53,27,0,1,0,0
15920,419562,2428288,4,3,0,1,0,0
15921,747057,4797340,1331,126,0,3,0,0
15922,4067915,880362,123,278,0,1,0,0
15923,1072194,3653835,222,79,0,1,0,0
15924,2039939,1166686,1850,106,0,1,1,0
15925,1652693,1694111,26,3,0,2,0,0
15926,925837,1002252,72,19,0,1,0,0
15927,951273,390646,98,18,0,21,0,0
15928,3889319,2310823,111,30,0,6,0,0
15929,680628,3445931,139,30,0,1,0,0
15930,2099495,4141572,278,29,0,1,0,0
15931,95040,2600507,8,20,0,1,0,0
15932,1232740,2975303,93,32,0,1,0,0
15933,2465680,2826993,41,9,0,1,0,0
15934,871351,3266087,340,39,0,1,0,0
15935,3018966,3921279,5210,96,0,6,0,0
15936,3196158,4154690,762,46,0,3,1,0
15937,1271886,3439667,27,21,0,38,0,0
15938,397875,863383,719,219,0,2,1,0
15939,3742386,404456,931,123,0,2,2,0
15940,1792158,3375084,0,26,0,7,0,0
15941,1354632,2589246,206,14,0,31,0,0
15942,3110967,3785732,102,25,0,1,0,0
15943,2916269,4239149,442,38,0,3,1,0
15944,1646447,1818941,2592,437,0,1,0,0
15945,282491,3137514,3922,432,0,1,0,0
15946,434334,3291246,360,47,0,12,0,0
15947,277231,4820757,100,54,0,1,0,0
15948,513519,2134268,835,126,0,6,1,0
15949,4261061,4519379,608,47,0,16,0,0
15950,1268655,2026802,79,67,0,1,0,0
15951,1056053,2878263,657,7,0,1,0,0
15952,1051552,3059650,2011,254,0,1,0,0
15953,4064381,1954448,2,67,0,1,0,0
15954,2921171,2019524,1456,1227,0,2,0,0
15955,35515,1983935,35,8,0,1,0,0
15956,112212,2991719,91,9,0,2,0,0
15957,306595,4658892,118,39,0,1,0,0
15958,4760333,4576825,68,1,0,2,0,0
15959,4567810,4244139,19,16,0,2,0,0
15960,4632770,751774,424,172,0,1,0,0
15961,3089066,367490,72,16,0,1,0,0
15962,1943424,2141327,191,13,0,12,0,0
15963,2992267,4467341,780,78,0,1,0,0
15964,4235121,1421875,3947,122,0,1,0,0
15965,2316987,4813766,115,131,0,1,0,0
15966,2037239,3105890,0,6,0,1,0,0
15967,4236102,2159372,9,129,0,23,0,0
15968,3316660,509325,14,37,0,1,0,0
15969,1670524,3470684,120,6,0,1,0,0
15970,4533656,3498626,256,90,0,2,0,0
15971,3004982,1312605,52,4,0,4,0,0
15972,2931443,619015,81,37,0,9,0,0
15973,1830359,1000573,146,123,0,3,0,0
15974,1516923,1344297,582,9,0,1,0,0
15975,218517,2365035,78,18,0,1,0,0
15976,38596,1439926,19,17,0,1,0,0
15977,284812,3642407,669,212,0,1,0,0
15978,4708795,646919,20,1,0,183,0,0
15979,1215503,573677,1224,112,0,1,0,0
15980,1633481,485551,48,9,0,1,0,0
15981,1836279,2367790,1,9,0,1,0,0
15982,2206222,735596,92,14,0,1,0,0
15983,952520,3281500,46,122,0,2,0,0
15984,2033249,1662027,7221,173,0,1,1,0
15985,562743,1474209,4201,206,0,1,0,0
15986,1841089,1540521,39,4,0,2,0,0
15987,4791464,1284983,123,11,0,1,0,0
15988,2139568,4745235,887,146,0,9,1,0
15989,4675350,1484227,35,63,0,2,0,0
15990,93498,3644545,54,30,0,1,0,0
15991,3826797,281275,233,50,0,1,0,0
15992,3340903,742222,1318,80,0,1,0,0
15993,184713,629394,206,58,0,1,0,0
15994,3289582,554733,860,65,0,1,0,0
15995,3670389,2976869,2902,449,0,1,0,0
15996,4583054,1998759,50,25,0,5,0,0
15997,957899,3995888,5354,981,0,1,1,0
15998,2904734,4294139,207,34,0,1,1,0
15999,2303705,2561068,42592,1051,0,1,0,0
16000,1991757,2694752,420,41,0,1,0,0
16001,1628833,4021821,218,19,0,10,0,0
16002,3504159,2927999,1921,63,0,1,0,0
16003,687405,4772258,68,69,0,1,0,0
16004,3763522,2320601,805,61,0,11,2,0
16005,4136785,3799964,107,15,0,1,0,0
16006,2182858,2939680,48,13,0,1,0,0
16007,4483086,3976824,36,9,0,2,0,0
16008,4265803,3267263,788,133,0,1,0,0
16009,1847982,1504214,20,1,0,1,0,0
16010,325437,132864,166,12,0,3,0,0
16011,1917178,2904670,25,3,0,3,0,0
16012,1365088,1893313,58,30,0,1,0,0
16013,4122950,4018968,520,58,0,1,0,0
16014,3710230,138208,39,4,0,2,0,0
16015,1618061,4297767,292,60,0,6,0,0
16016,3942662,4392208,30,6,0,1,0,0
16017,4607307,324463,13,2,0,6,0,0
16018,314520,145391,764195,4841,0,1,1,0
16019,3732649,1770496,29,4,0,1,0,0
16020,4759382,3730765,344,73,0,1,0,0
16021,3563738,1998179,202,29,0,1,0,0
16022,2630277,3901566,9552,568,0,1,0,0
16023,1790302,4855745,92,98,0,2,0,0
16024,3764439,1296580,14,5,0,1,0,0
16025,2924006,2336728,422,28,0,1,0,0
16026,364097,4247107,290,40,0,1,0,0
16027,2332073,2124699,445,180,0,3,0,0
16028,2567669,2449209,217,31,0,1,0,0
16029,2392555,1203381,1,29,0,2,0,0
16030,2574190,967868,1466,80,0,1,0,0
16031,3995511,2504128,302,74,0,1,0,0
16032,3858508,1885840,2010,178,0,1,0,0
16033,3056119,1040465,154,19,0,9,0,0
16034,1922251,3942759,84,46,0,2,0,0
16035,1877337,4000465,622,124,0,1,0,0
16036,1709947,4604826,154,11,0,6,1,0
16037,3691864,4358766,17,6,0,2,0,0
16038,1073835,4791662,307,19,0,1,0,0
16039,4561026,4585078,34,15,0,2,0,0
16040,3858884,2250573,247,28,0,1,0,0
16041,2329247,1325088,3750,146,0,2,1,0
16042,1577077,1607820,354,29,0,4,0,0
16043,3794753,182825,1713,113,0,61,1,0
16044,381126,717812,571,12,0,2,1,0
16045,1994234,2430856,101,125,0,1,0,0
16046,1971582,2160530,241,48,0,2,0,0
16047,2101003,506730,4601,358,0,1,0,0
16048,3796927,3378765,160,25,0,1,0,0
16049,2791255,4503425,11757,1505,0,1,0,0
16050,2164543,2565608,45,39,0,1,0,0
16051,114721,4367106,186,12,0,2,0,0
16052,726156,3859554,257,89,0,2,0,0
16053,4229407,2614845,116,54,0,2,0,0
16054,4388741,34703,161,22,0,2,0,0
16055,474427,1644444,573,53,0,3,0,0
16056,2523939,4210048,194,7,0,10,0,0
16057,853954,3147761,4,1,0,4,0,0
16058,857375,3873934,83,9,0,3,0,0
16059,1252145,3859372,387,113,0,1,0,0
16060,1604110,3692939,371,81,0,3,0,0
16061,3501295,497006,42,3,0,3,0,0
16062,4671472,987089,910,46,0,1,0,0
16063,3787252,1041096,7,2,0,1,0,0
16064,3167543,2051979,7,51,0,2,0,0
16065,1007328,4855695,932,60,0,2,0,0
16066,1548684,587087,10,1,0,1,0,0
16067,3668739,3393422,10990,298,0,4,0,0
16068,3486583,1600087,364,52,0,3,0,0
16069,1285925,1415172,4740,136,0,1,1,0
16070,3758622,2202678,126,35,0,3,1,0
16071,2734230,1127076,36,4,0,1,0,0
16072,3846210,2468424,68,11,0,1,0,0
16073,3279703,596969,147,53,0,3,0,0
16074,1519226,767053,1,6,0,1,0,0
16075,1891129,4696080,2493,233,0,2,0,0
16076,4389484,2488151,124,6,0,1,0,0
16077,1254569,2967669,441,57,0,2,0,0
16078,1277328,2458226,1632,148,0,1,0,0
16079,1554623,964137,1452,223,0,1,0,0
16080,4170747,4694793,69,12,0,1,0,0
16081,2336520,2014758,131,38,0,1,0,0
16082,2467014,4215536,157,96,0,1,0,0
16083,2172114,3497257,1462,102,0,1,0,0
16084,3005598,1625331,68801,1144,0,1,0,0
16085,3075722,1157308,160,43,0,47,1,0
16086,4260571,1055811,278,60,0,1,0,0
16087,3495434,1264394,0,4,0,1,0,0
16088,2278756,751239,137,13,0,29,0,0
16089,1324515,4500551,1151,73,0,2,0,0
16090,3055199,4027344,4,4,0,1,0,0
16091,3068861,4775263,111,9,0,100,0,0
16092,3021723,4006902,1890,68,0,1,0,0
16093,2455252,1286335,48,7,0,2,0,0
16094,3771338,4695776,389,134,0,1,0,0
16095,3865878,1713745,0,2,0,1,0,0
16096,4340005,809656,466,9,0,4,0,0
16097,3848197,2824661,542,14,0,3,0,0
16098,743183,2807097,171,74,0,4,0,0
16099,1984648,4615792,34,4,0,4,0,0
16100,1347144,4518308,2747,47,0,8,1,0
16101,2833854,3292791,7,4,0,1,0,0
16102,3524690,1454734,88,20,0,5,0,0
16103,3105271,68444,1753,254,0,1,0,0
16104,3938713,1799646,1900,161,0,1,0,0
16105,1338719,2352918,155,15,0,3,0,0
16106,3325519,4543092,768,210,0,1,0,0
16107,1174870,4231754,64,17,0,1,0,0
16108,4436544,4387729,133,33,0,13,0,0
16109,4394830,1287665,43,50,0,1,0,0
16110,3039492,4455521,5634,69,0,1,0,0
16111,1158763,2993139,25,11,0,1,0,0
16112,3928367,3086805,23,4,0,1,0,0
16113,2854187,2747025,66,82,0,1,0,0
16114,4168753,2222004,1789,98,0,1,0,0
16115,3856270,4189716,88,5,0,2,0,0
16116,1293462,4530935,92,18,0,4,0,0
16117,1877477,4600565,7901,553,0,3,1,0
16118,1269937,3424459,173,26,0,2,0,0
16119,1050790,3598772,77,15,0,1,0,0
16120,3084151,1188325,5786,369,0,1,1,0
16121,1047844,3108562,342,48,0,1,0,0
16122,1821922,2611346,68,11,0,4,0,0
16123,2353465,2211124,181,38,0,1,0,0
16124,3946856,88799,2668,95,0,1,0,0
16125,2776836,2870779,734,129,0,1,0,0
16126,2910958,3956924,85,160,0,1,0,0
16127,4147637,635479,162,68,0,1,0,0
16128,682868,4810526,53,79,0,1,0,0
16129,4092552,1577933,315,35,0,1,0,0
16130,3393538,3141308,4,70,0,2,0,0
16131,880671,3642851,25,5,0,1,0,0
16132,4182041,4026282,9,1,0,1,0,0
16133,1437410,1519988,422,58,0,2,0,0
16134,3067306,903640,331,40,0,1,0,0
16135,987085,2680134,2409,202,0,1,0,0
16136,4441634,149382,39,30,0,1,0,0
16137,1165164,1659452,3785,299,0,3,0,0
16138,3298513,2195797,57,16,0,1,0,0
16139,3749656,1792867,722,14,0,1,0,0
16140,1690711,4601214,926,202,0,1,0,0
16141,2540027,3530340,1662,164,0,17,3,0
16142,4125849,2358210,1321,83,0,13,2,0
16143,3529447,481015,58,4,0,3,0,0
16144,441699,2322225,2046,86,0,1,0,0
16145,519582,1640721,100,40,0,2,0,0
16146,883831,2811130,0,1,0,1,0,0
16147,3651874,4123134,0,42,0,1,0,0
16148,3207375,1068888,41,22,0,2,0,0
16149,1478200,4323444,45,1,0,8,0,0
16150,98292,2865111,640,42,0,1,0,0
16151,3648494,347378,134,78,0,1,0,0
16152,3425063,3790474,160,23,0,1,1,0
16153,3450555,2351805,73,16,0,1,0,0
16154,2506156,1836674,109,1,0,1,0,0
16155,4522431,1767528,63,5,0,1,0,0
16156,1747109,3912420,223,17,0,1,0,0
16157,2869115,2431799,184,584,0,1,0,0
16158,1019061,2069356,52,2,0,1,0,0
16159,4419219,3309093,244,109,0,1,0,0
16160,915917,2650863,40,23,0,2,1,0
16161,3773835,2354009,391,156,0,2,0,0
16162,1722136,1546785,2273,249,0,2,0,0
16163,2020881,887350,2,3,0,2,0,0
16164,4621453,1361542,1,3,0,29,0,0
16165,1974695,912657,257,56,0,2,0,0
16166,2664676,3065175,858,79,0,3,0,0
16167,1823176,204382,138,22,0,4,0,0
16168,3810537,2550905,41,283,0,1,0,0
16169,3928539,3614440,1536,54,0,1,0,0
16170,2743847,3326812,9,30,0,1,0,0
16171,855412,428020,1072,354,0,1,0,0
16172,3315120,4216084,144,67,0,1,0,0
16173,4605715,1546652,73,7,0,2,0,0
16174,4232466,1332850,19,3,0,1,0,0
16175,1880830,1357155,68,23,0,1,0,0
16176,892324,840498,69,22,0,2,0,0
16177,2267732,2201783,708,146,0,1,0,0
16178,666923,467629,3,3,0,1,0,0
16179,454246,2963202,55,14,0,1,0,0
16180,4273433,2756579,648,189,0,1,0,0
16181,4422669,955180,113,54,0,2,0,0
16182,4813384,4689095,570,86,0,2,0,0
16183,1593900,1881983,118,1,0,1,0,0
16184,1265343,1449857,89,73,0,4,0,0
16185,3225674,1307501,72,39,0,2,0,0
16186,2598045,1807905,59416,733,0,1,1,0
16187,4195785,4737567,3,85,0,1,0,0
16188,231566,4429589,8,24,0,1,0,0
16189,3492194,2654457,822,66,0,2,0,0
16190,122003,3826691,7172,1193,0,1,0,0
16191,2004017,898380,365,1,0,2,0,0
16192,1402610,3252762,696,71,0,1,0,0
16193,3998291,1575232,222,29,0,1,0,0
16194,2193356,4709508,447,35,0,1,1,0
16195,3181826,27202,545,40,0,5,0,0
16196,2489218,2597572,70,7,0,2,0,0
16197,159965,109094,29,11,0,3,0,0
16198,3839584,1906166,24,3,0,1,0,0
16199,1382309,276448,4498,128,0,23,5,0
16200,255322,1269250,31,40,0,3,0,0
16201,127091,929991,0,50,0,1,0,0
16202,1106698,2428271,107917,873,0,1,0,0
16203,1003097,4510491,0,1,0,1,0,0
16204,4166872,972249,3665,470,0,1,0,0
16205,419316,356380,1,2,0,1,0,0
16206,2234828,3968814,145,247,0,1,0,0
16207,1802183,1826044,315,56,0,2,0,0
16208,2712158,3789178,319,16,0,1,0,0
16209,407605,83282,239,81,0,20,0,0
16210,4478910,590051,121,67,0,1,0,0
16211,2763993,1732174,84,23,0,1,0,0
16212,4236790,718034,2917,149,0,1,0,0
16213,843644,2507029,240,31,0,1,0,0
16214,2347934,3348775,108,95,0,1,0,0
16215,3356371,4047373,116,63,0,1,0,0
16216,1989222,488022,911,65,0,1,0,0
16217,3532144,1587155,9,10,0,9,0,0
16218,1729489,2195761,521,262,0,2,1,0
16219,881320,2575041,109,186,0,1,0,0
16220,4438277,1543539,255,30,0,2,0,0
16221,4628883,453325,157,94,0,2,0,0
16222,33680,1790477,273,34,0,1,0,0
16223,1874148,4129354,472,50,0,2,0,0
16224,217291,3366685,313,8,0,1,0,0
16225,545174,2035162,13,7,0,1,0,0
16226,2369604,1025379,558,44,0,1,0,0
16227,1423125,1274991,172,20,0,1,0,0
16228,2559673,2235531,0,6,0,2,0,0
16229,1669626,307709,2000,239,0,1,0,0
16230,2989671,1041927,54,14,0,1,0,0
16231,1068550,4462379,3,93,0,4,0,0
16232,1052373,1198127,320,26,0,4,0,0
16233,1636355,1850580,202,113,0,1,0,0
16234,386045,1465676,416,24,0,1,0,0
16235,2032599,2956579,112,42,0,1,0,0
16236,2080841,4574842,205,19,0,1,0,0
16237,3685663,4823577,5084,169,0,3,0,0
16238,352476,2185237,140,31,0,1,0,0
16239,1856124,837377,76,49,0,3,0,0
16240,1345433,3629735,106,12,0,12,0,0
16241,915917,171093,40,23,0,4,0,0
16242,4272795,3518870,453,86,0,2,0,0
16243,4417409,205441,166,45,0,13,0,0
16244,2632083,1879540,1212,40,0,7,0,0
16245,3717599,223602,0,56,0,3,0,0
16246,2981399,136299,1,12,0,1,0,0
16247,2018794,1972405,10,3,0,1,0,0
16248,596714,3665349,411,390,0,2,0,0
16249,2147817,2680247,1726,304,0,1,0,0
16250,814200,2370875,4279,145,0,2,1,0
16251,3661027,2389509,16,83,0,2,0,0
16252,1925020,4161430,43,5,0,1,0,0
16253,3244411,1047819,61749,2090,0,1,0,0
16254,4585171,274335,795,158,0,1,0,0
16255,1018410,3603980,302,15,0,5,0,0
16256,1757058,1418889,213,19,0,1,0,0
16257,1891589,3600957,1287,180,0,1,0,0
16258,743051,1108117,128,36,0,1,0,0
16259,3525929,1019085,1447,229,0,3,0,0
16260,2504797,4383457,95,39,0,2,0,0
16261,4806261,2175299,30,3,0,6,0,0
16262,3749530,1180185,182,29,0,1,0,0
16263,1236898,4519702,31666,514,0,1,0,0
16264,1196858,1690256,32,15,0,1,0,0
16265,2036013,1114744,13,5,0,1,0,0
16266,2399413,141720,313,81,0,53,3,0
16267,308039,3712550,27,3,0,1,0,0
16268,222707,678774,438,31,0,1,1,0
16269,4421766,3466668,81,71,0,1,0,0
16270,1719953,2951965,1306,48,0,1,0,0
16271,552501,3871403,411,33,0,2,0,0
16272,3882090,4331717,272,68,0,1,0,0
16273,525775,350221,232,37,0,1,0,0
16274,1198472,3319774,1284,3,0,2,0,0
16275,993090,4416171,187,6,0,1,0,0
16276,2841469,4423522,499,38,0,1,0,0
16277,3548543,2295249,18,3,0,2,0,0
16278,3281299,720927,357,73,0,1,0,0
16279,947408,1755317,19,1,0,1,0,0
16280,235841,2111347,0,6,0,2,0,0
16281,2544246,296340,86,7,0,1,0,0
16282,1439595,4422197,745,221,0,11,0,0
16283,954638,1638171,285,316,0,1,0,0
16284,3158818,1406104,12,5,0,3,0,0
16285,2994752,717620,123,16,0,1,0,0
16286,4338511,1919906,328,66,0,2,0,0
16287,3642507,260494,723,64,0,1,0,0
16288,3554794,4683069,80,31,0,3,0,0
16289,2925339,4532081,160,76,0,1,0,0
16290,3708520,2210769,3,24,0,2,0,0
16291,3166685,737883,69,31,0,1,0,0
16292,32953,1369373,945,72,0,1,0,0
16293,3116717,350161,0,14,0,3,0,0
16294,4730694,3649736,203,19,0,1,1,0
16295,3748446,4519170,71,12,0,6,0,0
16296,416185,870259,367,89,0,4,0,0
16297,4124486,1800291,68,12,0,1,0,0
16298,4808728,3168795,40,9,0,3,0,0
16299,784771,1804728,13227,448,0,1,1,0
16300,3814936,1857896,117,23,0,1,0,0
16301,4575904,2435275,5979,914,0,3,3,0
16302,3849989,2672457,67,7,0,3,0,0
16303,4308422,2603185,169,72,0,1,0,0
16304,4384018,3155788,54,11,0,16,2,0
16305,2576408,995991,4088,411,0,11,5,0
16306,1689442,3488492,28,10,0,1,0,0
16307,4756444,1354543,204,8,0,1,0,0
16308,2552939,3287820,654,91,0,1,0,0
16309,4419219,3813060,244,109,0,1,0,0
16310,2371582,2426454,93,39,0,4,0,0
16311,1885440,3141934,262,18,0,1,0,0
16312,1711558,301748,80,2,0,1,0,0
16313,2348903,3440606,354,42,0,1,0,0
16314,4799519,1918046,298,52,0,2,0,0
16315,2038727,3142435,324,82,0,4,0,0
16316,2539178,2410387,1085,97,0,1,0,0
16317,4590514,3515745,3320,144,0,1,0,0
16318,3260266,4248681,258,78,0,1,0,0
16319,3994439,593799,66,5,0,1,0,0
16320,3401294,4589565,220,9,0,1,0,0
16321,65305,1311634,233,8,0,1,0,0
16322,2746336,947913,31,96,0,1,0,0
16323,4549358,3732854,151,29,0,2,0,0
16324,3463452,4297118,64,22,0,2,0,0
16325,2138052,3561134,0,176,0,1,0,0
16326,2389148,4008151,57,49,0,5,0,0
16327,3783495,1907418,32,12,0,1,0,0
16328,3502968,4436900,7,1,0,1,0,0
16329,3075594,368567,43,4,0,1,0,0
16330,3927673,1710477,4203,87,0,13,1,0
16331,1334305,192519,114,28,0,1,1,0
16332,747745,4698101,2931,195,0,4,0,0
16333,1788311,2641324,69,68,0,2,0,0
16334,401070,843165,514,115,0,1,0,0
16335,3259972,2974483,371,106,0,2,0,0
16336,4038316,332057,154,18,0,1,0,0
16337,4244232,2065212,219,18,0,1,0,0
16338,3008994,17377,111,8,0,2,0,0
16339,4180649,2916796,298,73,0,1,0,0
16340,2416471,3039785,991,176,0,1,0,0
16341,2417790,3623575,42,7,0,26,0,0
16342,4614009,218654,7295,69,0,4,0,0
16343,1030677,3176866,72,8,0,1,0,0
16344,1251041,697807,111,12,0,1,0,0
16345,4757742,4696282,90,32,0,1,0,0
16346,4068929,1123026,39,35,0,3,0,0
16347,4350415,1110799,158,49,0,1,0,0
16348,3858721,370823,5,3,0,8,0,0
16349,4362258,633232,112,12,0,2,0,0
16350,4492039,3216595,16,2,0,2,0,0
16351,2078197,4155612,184,37,0,1,0,0
16352,4122644,566608,3399,360,0,1,0,0
16353,1516554,2824686,637,751,0,2,0,0
16354,836610,1990835,426,54,0,1,0,0
16355,1635681,2727367,74,5,0,2,0,0
16356,2616419,2041274,43,18,0,25,0,0
16357,428476,2726280,183,40,0,3,0,0
16358,720910,325192,572,72,0,1,0,0
16359,1198203,4725522,213,75,0,1,0,0
16360,440639,2876153,78,4,0,9,0,0
16361,2575780,828917,4530,460,0,12,3,0
16362,4434058,1792884,496,198,0,1,0,0
16363,1326571,4773314,74,29,0,1,1,0
16364,948273,439292,11,1,0,4,0,0
16365,4129435,3463684,2,36,0,6,0,0
16366,2910003,4576462,176,27,0,1,0,0
16367,2305343,1491231,109,34,0,1,0,0
16368,3551791,4374488,69,16,0,1,0,0
16369,4004983,486711,1467,158,0,1,0,0
16370,3012006,2161049,443,100,0,2,0,0
16371,3126391,411914,34,160,0,2,1,0
16372,1057451,3661112,47,2,0,1,0,0
16373,3758778,720491,653,37,0,1,0,0
16374,969382,2746483,48,6,0,1,0,0
16375,4159179,2177879,719,54,0,1,0,0
16376,812146,3396909,2,3,0,1,0,0
16377,1931308,2345273,158,27,0,1,0,0
16378,3252618,382651,36,190,0,1,0,0
16379,1564913,4740225,195,49,0,1,0,0
16380,1935423,3048816,215,92,0,5,0,0
16381,3876688,1594458,35,22,0,1,0,0
16382,2127050,3127373,4284,477,0,2,1,0
16383,1190019,1623598,22,6,0,2,0,0
16384,545566,1756913,1054,55,0,2,1,0
16385,1934616,154055,39,4,0,1,0,0
16386,298070,57685,172,93,0,1,0,0
16387,3959007,2370818,386,45,0,1,0,0
16388,115789,2617451,13,5,0,1,0,0
16389,3843328,3717447,1765,78,0,2,0,0
16390,1941459,1283692,8,1,0,1,0,0
16391,954498,2778882,728,57,0,1,0,0
16392,3093082,1665249,266,35,0,1,0,0
16393,2739007,737774,177,14,0,4,0,0
16394,2074572,1292528,23,19,0,1,0,0
16395,3547421,3706218,165,8,0,1,0,0
16396,2039253,739042,219,114,0,1,0,0
16397,4668551,604759,157,17,0,1,0,0
16398,4694967,601161,397,29,0,1,0,0
16399,141959,4120983,10,5,0,1,0,0
16400,4599044,229686,64,5,0,1,0,0
16401,4050694,4549996,81,8,0,1,0,0
16402,4711406,941154,82,5,0,2,1,0
16403,707902,1115350,308,49,0,1,0,0
16404,4556353,649555,240,7,0,16,0,0
16405,3798459,2645901,457,56,0,2,1,0
16406,2071871,4098443,336,105,0,1,0,0
16407,912656,1443840,21,13,0,1,0,0
16408,3240331,3204384,292,31,0,1,0,0
16409,1783702,2272725,1148,257,0,1,0,0
16410,2803781,3316082,124,14,0,1,0,0
16411,3749656,2095994,722,14,0,1,0,0
16412,4664472,4164641,354,39,0,1,0,0
16413,4156288,1216409,47,18,0,2,0,0
16414,4103375,1263207,62807,1107,0,3,2,0
16415,223627,4415221,189,48,0,2,0,0
16416,2570434,4334445,212,3,0,1,0,0
16417,2812565,3784490,17,3,0,19,0,0
16418,3626322,2177122,5602,205,0,1,1,0
16419,691407,3191380,387,71,0,1,0,0
16420,4020070,1002252,72,5,0,1,0,0
16421,1952846,3699747,968,66,0,1,0,0
16422,1128134,1704806,11,38,0,40,0,0
16423,4800871,4559245,15,4,0,1,0,0
16424,2916800,2328604,230,19,0,1,0,0
16425,4295789,292307,12,1,0,2,0,0
16426,2779440,1674781,294,23,0,63,2,0
16427,4856541,2679089,267,10,0,1,0,0
16428,4325794,2141924,88,1,0,32,0,0
16429,3090527,3109045,684,33,0,1,0,0
16430,3416817,4552826,957,196,0,1,0,0
16431,2680671,580879,3,2,0,1,0,0
16432,1350588,2843568,281,104,0,1,0,0
16433,2147900,4302767,511,28,0,12,0,0
16434,4101864,4128107,13,1,0,1,0,0
16435,3597466,2766085,4550,304,0,3,1,0
16436,2680671,4026309,3,2,0,1,0,0
16437,1722095,1466620,62,31,0,2,0,0
16438,2545117,3063258,544,423,0,1,0,0
16439,3292766,4319728,254,96,0,1,0,0
16440,2493318,3888858,40,24,0,1,0,0
16441,100713,1613378,428,65,0,6,2,0
16442,4473007,1930465,286,34,0,1,0,0
16443,4572068,3713954,22,6,0,1,0,0
16444,1804366,3720147,641,64,0,2,0,0
16445,541227,3187830,90,19,0,1,0,0
16446,220434,4432283,564,61,0,3,0,0
16447,969382,3304810,48,6,0,55,0,0
16448,3321017,528637,23,5,0,1,0,0
16449,3155494,2388340,130,71,0,1,0,0
16450,3916009,229030,175,16,0,1,0,0
16451,403309,1753979,124,166,0,1,0,0
16452,2558582,3003170,4349,622,0,1,0,0
16453,4378057,3618752,24222,712,0,1,0,0
16454,3509003,483891,640,59,0,1,0,0
16455,1059763,3380277,111,21,0,11,0,0
16456,969460,3923804,181,38,0,1,0,0
16457,803124,2371317,7446,195,0,1,0,0
16458,4582148,2398263,172,85,0,4,0,0
16459,330356,4590936,958,191,0,41,4,0
16460,2979628,4291389,3377,268,0,7,0,0
16461,3444076,838574,67,47,0,1,0,0
16462,1713108,805241,55,47,0,1,0,0
16463,4752830,1530557,12,10,0,10,0,0
16464,1355498,4408706,124,9,0,2,0,0
16465,3361975,3975899,89,5,0,2,0,0
16466,3798459,2033072,457,56,0,1,0,0
16467,4860450,308714,56,11,0,3,0,0
16468,1517058,873876,2031,80,0,1,0,0
16469,884057,4130731,395,48,0,2,0,0
16470,1582763,20482,58,15,0,1,0,0
